ticker,date,period_ending,estimate,reported,surprise,surprise%
PLYM,06-AUG-21,Jun 2021,0.41,-0.25,-0.66,-160.98
PM,20-JUL-21,Jun 2021,1.54,1.57,0.03,1.95
PMT,05-AUG-21,Jun 2021,0.57,0.32,-0.25,-43.86
PNC,14-JUL-21,Jun 2021,3.16,4.5,1.34,42.41
PNFP,20-JUL-21,Jun 2021,1.44,1.68,0.24,16.67
PNR,27-JUL-21,Jun 2021,0.8,0.84,0.04,5.0
PNTG,09-AUG-21,Jun 2021,0.19,0.17,-0.02,-10.53
PNW,05-AUG-21,Jun 2021,1.63,1.91,0.28,17.18
PODD,05-AUG-21,Jun 2021,0.12,0.1,-0.02,-16.67
POOL,22-JUL-21,Jun 2021,5.37,6.37,1.0,18.62
POR,30-JUL-21,Jun 2021,0.36,0.36,0.0,0.0
POST,05-AUG-21,Jun 2021,0.94,0.93,-0.01,-1.06
POWI,29-JUL-21,Jun 2021,0.75,0.83,0.08,10.67
PPBI,27-JUL-21,Jun 2021,0.73,1.01,0.28,38.36
PPC,28-JUL-21,Jun 2021,0.59,0.63,0.04,6.78
PPG,19-JUL-21,Jun 2021,2.19,1.94,-0.25,-11.42
PPL,05-AUG-21,Jun 2021,0.23,0.19,-0.04,-17.39
PRA,05-AUG-21,Jun 2021,0.06,0.49,0.43,716.67
PRAA,05-AUG-21,Jun 2021,0.76,1.22,0.46,60.53
PRFT,29-JUL-21,Jun 2021,0.79,0.84,0.05,6.33
PRGO,11-AUG-21,Jun 2021,0.61,0.5,-0.11,-18.03
PRGS,24-JUN-21,May 2021,0.72,0.82,0.1,13.89
PRI,05-AUG-21,Jun 2021,2.88,3.25,0.37,12.85
PRIM,03-AUG-21,Jun 2021,0.69,0.68,-0.01,-1.45
PRK,26-JUL-21,Jun 2021,2.09,2.47,0.38,18.18
PRLB,29-JUL-21,Jun 2021,0.46,0.39,-0.07,-15.22
PRMW,05-AUG-21,Jun 2021,0.14,0.17,0.03,21.43
PRO,03-AUG-21,Jun 2021,-0.22,-0.14,0.08,36.36
PRPL,09-AUG-21,Jun 2021,0.13,0.05,-0.08,-61.54
PRTA,05-AUG-21,Jun 2021,0.57,0.58,0.01,1.75
PRTS,05-AUG-21,Jun 2021,-0.06,0.04,0.1,166.67
PRTY,05-AUG-21,Jun 2021,0.16,0.29,0.13,81.25
PRU,03-AUG-21,Jun 2021,3.04,3.79,0.75,24.67
PRVB,05-AUG-21,Jun 2021,-0.51,-0.46,0.05,9.8
PSA,03-AUG-21,Jun 2021,2.93,3.15,0.22,7.51
PSB,03-AUG-21,Jun 2021,1.72,1.77,0.05,2.91
PSN,04-AUG-21,Jun 2021,0.51,0.32,-0.19,-37.25
PSNL,04-AUG-21,Jun 2021,-0.39,-0.34,0.05,12.82
PSTG,25-AUG-21,Jul 2021,0.05,0.14,0.09,180.0
PSTL,10-AUG-21,Jun 2021,0.27,0.04,-0.23,-85.19
PSTX,12-AUG-21,Jun 2021,-0.64,-0.74,-0.1,-15.63
PSX,03-AUG-21,Jun 2021,0.71,0.74,0.03,4.23
PTC,28-JUL-21,Jun 2021,0.64,0.83,0.19,29.69
PTCT,29-JUL-21,Jun 2021,-1.84,-1.68,0.16,8.7
PTEN,29-JUL-21,Jun 2021,-0.52,-0.54,-0.02,-3.85
PTGX,04-AUG-21,Jun 2021,-0.62,-0.69,-0.07,-11.29
PTON,26-AUG-21,Jun 2021,-0.45,-1.05,-0.6,-133.33
PTVE,04-AUG-21,Jun 2021,0.14,0.13,-0.01,-7.14
PUMP,03-AUG-21,Jun 2021,-0.06,-0.08,-0.02,-33.33
PVH,31-AUG-21,Jul 2021,1.19,2.72,1.53,128.57
PWR,05-AUG-21,Jun 2021,1.0,1.06,0.06,6.0
PXD,02-AUG-21,Jun 2021,2.62,2.55,-0.07,-2.67
PYPL,28-JUL-21,Jun 2021,1.13,1.15,0.02,1.77
PZZA,05-AUG-21,Jun 2021,0.69,0.93,0.24,34.78
QCOM,28-JUL-21,Jun 2021,1.67,1.92,0.25,14.97
QCRH,26-JUL-21,Jun 2021,1.32,1.4,0.08,6.06
QDEL,05-AUG-21,Jun 2021,1.2,0.75,-0.45,-37.5
QGEN,29-JUL-21,Jun 2021,0.66,0.67,0.01,1.52
QLYS,09-AUG-21,Jun 2021,0.68,0.79,0.11,16.18
QNST,04-AUG-21,Jun 2021,0.16,0.17,0.01,6.25
QRTEA,06-AUG-21,Jun 2021,0.53,0.54,0.01,1.89
QRVO,04-AUG-21,Jun 2021,2.45,2.83,0.38,15.51
QTRX,05-AUG-21,Jun 2021,-0.32,-0.33,-0.01,-3.13
QTWO,04-AUG-21,Jun 2021,0.06,0.09,0.03,50.0
QUOT,05-AUG-21,Jun 2021,-0.1,-0.18,-0.08,-80.0
R,28-JUL-21,Jun 2021,1.33,2.4,1.07,80.45
RAD,24-JUN-21,May 2021,0.22,0.38,0.16,72.73
RAMP,05-AUG-21,Jun 2021,-0.01,0.09,0.1,1000.0
RAPT,11-AUG-21,Jun 2021,-0.62,-0.63,-0.01,-1.61
RARE,02-AUG-21,Jun 2021,-1.28,-1.45,-0.17,-13.28
RBB,26-JUL-21,Jun 2021,0.68,0.67,-0.01,-1.47
RBBN,28-JUL-21,Jun 2021,0.1,0.17,0.07,70.0
RC,05-AUG-21,Jun 2021,0.43,0.52,0.09,20.93
RCII,04-AUG-21,Jun 2021,1.37,1.63,0.26,18.98
RCKT,09-AUG-21,Jun 2021,-0.66,-0.55,0.11,16.67
RCKY,03-AUG-21,Jun 2021,1.22,0.99,-0.23,-18.85
RCL,04-AUG-21,Jun 2021,-4.26,-5.06,-0.8,-18.78
RCM,03-AUG-21,Jun 2021,0.09,0.06,-0.03,-33.33
RCUS,05-AUG-21,Jun 2021,-0.77,-1.09,-0.32,-41.56
RDFN,05-AUG-21,Jun 2021,-0.34,-0.29,0.05,14.71
RDN,03-AUG-21,Jun 2021,0.7,0.75,0.05,7.14
RDNT,09-AUG-21,Jun 2021,0.14,0.27,0.13,92.86
RDUS,05-AUG-21,Jun 2021,-0.39,-0.35,0.04,10.26
RE,28-JUL-21,Jun 2021,9.0,14.63,5.63,62.56
REAL,09-AUG-21,Jun 2021,-0.45,-0.5,-0.05,-11.11
REG,05-AUG-21,Jun 2021,0.83,0.99,0.16,19.28
REGI,04-AUG-21,Jun 2021,1.26,1.62,0.36,28.57
REGN,05-AUG-21,Jun 2021,19.55,25.8,6.25,31.97
REKR,16-AUG-21,Jun 2021,-0.11,-0.12,-0.01,-9.09
REPL,06-AUG-21,Jun 2021,-0.45,-0.53,-0.08,-17.78
RETA,09-AUG-21,Jun 2021,-2.13,-2.0,0.13,6.1
REVG,08-SEP-21,Jul 2021,0.33,0.37,0.04,12.12
REX,01-SEP-21,Jul 2021,0.94,1.31,0.37,39.36
REXR,21-JUL-21,Jun 2021,0.36,0.15,-0.21,-58.33
REYN,02-AUG-21,Jun 2021,0.38,0.39,0.01,2.63
REZI,05-AUG-21,Jun 2021,0.31,0.39,0.08,25.81
RF,23-JUL-21,Jun 2021,0.52,0.77,0.25,48.08
RGA,03-AUG-21,Jun 2021,2.35,4.0,1.65,70.21
RGEN,27-JUL-21,Jun 2021,0.53,0.79,0.26,49.06
RGLD,11-AUG-21,Jun 2021,0.93,1.04,0.11,11.83
RGNX,09-AUG-21,Jun 2021,-1.08,-1.36,-0.28,-25.93
RGP,21-JUL-21,May 2021,0.19,0.8,0.61,321.05
RH,08-SEP-21,Jul 2021,6.58,8.48,1.9,28.88
RHI,22-JUL-21,Jun 2021,1.05,1.33,0.28,26.67
RHP,03-AUG-21,Jun 2021,-0.51,-0.03,0.48,94.12
RICK,05-AUG-21,Jun 2021,1.01,1.36,0.35,34.65
RIGL,03-AUG-21,Jun 2021,-0.11,-0.08,0.03,27.27
RIOT,23-AUG-21,Jun 2021,0.05,0.13,0.08,160.0
RJF,28-JUL-21,Jun 2021,1.55,1.83,0.28,18.06
RKT,12-AUG-21,Jun 2021,0.46,0.46,0.0,0.0
RL,03-AUG-21,Jun 2021,0.89,2.29,1.4,157.3
RLGY,29-JUL-21,Jun 2021,0.98,1.33,0.35,35.71
RLI,21-JUL-21,Jun 2021,0.73,1.09,0.36,49.32
RLMD,10-AUG-21,Jun 2021,-1.47,-1.56,-0.09,-6.12
RM,03-AUG-21,Jun 2021,1.48,1.87,0.39,26.35
RMAX,04-AUG-21,Jun 2021,0.53,0.63,0.1,18.87
RMBS,02-AUG-21,Jun 2021,0.31,0.34,0.03,9.68
RMD,05-AUG-21,Jun 2021,1.25,1.35,0.1,8.0
RMNI,04-AUG-21,Jun 2021,0.11,-0.04,-0.15,-136.36
RMR,05-AUG-21,Jun 2021,0.46,0.47,0.01,2.17
RNA,09-AUG-21,Jun 2021,-0.77,-0.7,0.07,9.09
RNG,03-AUG-21,Jun 2021,0.28,0.32,0.04,14.29
RNR,22-JUL-21,Jun 2021,4.85,5.64,0.79,16.29
RNST,27-JUL-21,Jun 2021,0.76,0.73,-0.03,-3.95
ROAD,06-AUG-21,Jun 2021,0.32,0.18,-0.14,-43.75
ROCK,03-AUG-21,Jun 2021,0.9,0.8,-0.1,-11.11
ROG,29-JUL-21,Jun 2021,1.88,1.72,-0.16,-8.51
ROIC,28-JUL-21,Jun 2021,0.25,0.25,0.0,0.0
ROK,27-JUL-21,Jun 2021,2.06,2.31,0.25,12.14
ROKU,04-AUG-21,Jun 2021,0.14,0.52,0.38,271.43
ROL,28-JUL-21,Jun 2021,0.18,0.2,0.02,11.11
ROLL,05-AUG-21,Jun 2021,1.0,1.04,0.04,4.0
ROP,23-JUL-21,Jun 2021,3.66,3.76,0.1,2.73
ROST,19-AUG-21,Jul 2021,1.0,1.39,0.39,39.0
RPAY,09-AUG-21,Jun 2021,0.15,0.16,0.01,6.67
RPD,04-AUG-21,Jun 2021,0.03,0.07,0.04,133.33
RPM,26-JUL-21,May 2021,1.26,1.28,0.02,1.59
RPRX,11-AUG-21,Jun 2021,0.7,0.71,0.01,1.43
RPT,04-AUG-21,Jun 2021,0.21,0.41,0.2,95.24
RRC,26-JUL-21,Jun 2021,0.24,0.24,0.0,0.0
RRGB,18-AUG-21,Jun 2021,0.07,-0.22,-0.29,-414.29
RRR,28-JUL-21,Jun 2021,0.32,1.12,0.8,250.0
RS,22-JUL-21,Jun 2021,4.94,5.06,0.12,2.43
RSG,29-JUL-21,Jun 2021,0.94,1.09,0.15,15.96
RUBY,09-AUG-21,Jun 2021,-0.48,-0.56,-0.08,-16.67
RUN,05-AUG-21,Jun 2021,-0.02,-0.14,-0.12,-600.0
RUSHA,20-JUL-21,Jun 2021,0.86,1.0,0.14,16.28
RUTH,06-AUG-21,Jun 2021,0.23,0.36,0.13,56.52
RVLV,04-AUG-21,Jun 2021,0.22,0.42,0.2,90.91
RVMD,11-AUG-21,Jun 2021,-0.55,-0.6,-0.05,-9.09
RVNC,05-AUG-21,Jun 2021,-1.14,-1.07,0.07,6.14
RWT,28-JUL-21,Jun 2021,0.29,0.33,0.04,13.79
RXDX,11-AUG-21,Jun 2021,-0.38,-0.49,-0.11,-28.95
RXT,16-AUG-21,Jun 2021,0.23,0.24,0.01,4.35
RYAM,03-AUG-21,Jun 2021,0.76,0.14,-0.62,-81.58
RYI,04-AUG-21,Jun 2021,0.81,1.24,0.43,53.09
RYN,04-AUG-21,Jun 2021,0.1,0.22,0.12,120.0
RYTM,03-AUG-21,Jun 2021,-0.75,-0.7,0.05,6.67
SABR,03-AUG-21,Jun 2021,-0.62,-0.52,0.1,16.13
SAFE,22-JUL-21,Jun 2021,0.33,0.28,-0.05,-15.15
SAFM,26-AUG-21,Jul 2021,6.73,7.38,0.65,9.66
SAGE,03-AUG-21,Jun 2021,-1.69,-1.83,-0.14,-8.28
SAH,29-JUL-21,Jun 2021,1.64,2.63,0.99,60.37
SAIA,29-JUL-21,Jun 2021,2.0,2.34,0.34,17.0
SAIC,02-SEP-21,Jul 2021,1.47,1.97,0.5,34.01
SAM,22-JUL-21,Jun 2021,7.0,4.72,-2.28,-32.57
SANM,02-AUG-21,Jun 2021,0.94,0.99,0.05,5.32
SASR,22-JUL-21,Jun 2021,1.17,1.16,-0.01,-0.85
SATS,03-AUG-21,Jun 2021,0.08,0.14,0.06,75.0
SAVA,03-AUG-21,Jun 2021,-0.11,-0.13,-0.02,-18.18
SAVE,28-JUL-21,Jun 2021,-0.83,-0.34,0.49,59.04
SBAC,02-AUG-21,Jun 2021,2.59,1.37,-1.22,-47.1
SBCF,22-JUL-21,Jun 2021,0.53,0.59,0.06,11.32
SBGI,04-AUG-21,Jun 2021,-4.23,-4.03,0.2,4.73
SBH,29-JUL-21,Jun 2021,0.62,0.68,0.06,9.68
SBNY,20-JUL-21,Jun 2021,3.13,3.57,0.44,14.06
SBRA,04-AUG-21,Jun 2021,0.38,0.39,0.01,2.63
SBSI,23-JUL-21,Jun 2021,0.7,0.65,-0.05,-7.14
SBUX,27-JUL-21,Jun 2021,0.77,1.01,0.24,31.17
SCCO,26-JUL-21,Jun 2021,1.15,1.21,0.06,5.22
SCHN,30-JUN-21,May 2021,2.1,2.2,0.1,4.76
SCHW,16-JUL-21,Jun 2021,0.69,0.7,0.01,1.45
SCI,28-JUL-21,Jun 2021,0.66,0.92,0.26,39.39
SCL,28-JUL-21,Jun 2021,1.84,1.81,-0.03,-1.63
SCSC,24-AUG-21,Jun 2021,0.64,0.96,0.32,50.0
SDGR,12-AUG-21,Jun 2021,-0.29,-0.49,-0.2,-68.97
SEAS,05-AUG-21,Jun 2021,0.37,1.59,1.22,329.73
SEE,03-AUG-21,Jun 2021,0.8,0.79,-0.01,-1.25
SEIC,21-JUL-21,Jun 2021,0.92,0.93,0.01,1.09
SELB,12-AUG-21,Jun 2021,-0.09,-0.04,0.05,55.56
SEM,05-AUG-21,Jun 2021,0.6,1.22,0.62,103.33
SENS,09-AUG-21,Jun 2021,-0.02,-0.05,-0.03,-150.0
SESN,09-AUG-21,Jun 2021,-0.06,-0.07,-0.01,-16.67
SFBS,19-JUL-21,Jun 2021,0.92,0.92,0.0,0.0
SFIX,21-SEP-21,Jul 2021,-0.14,0.19,0.33,235.71
SFL,19-AUG-21,Jun 2021,0.2,0.16,-0.04,-20.0
SFM,05-AUG-21,Jun 2021,0.45,0.52,0.07,15.56
SFNC,27-JUL-21,Jun 2021,0.51,0.69,0.18,35.29
SFST,27-JUL-21,Jun 2021,1.2,1.29,0.09,7.5
SFT,10-AUG-21,Jun 2021,-0.43,-0.41,0.02,4.65
SGEN,29-JUL-21,Jun 2021,-0.61,-0.47,0.14,22.95
SGH,06-JUL-21,May 2021,0.55,0.7,0.15,27.27
SGMO,05-AUG-21,Jun 2021,-0.3,-0.33,-0.03,-10.0
SGMS,09-AUG-21,Jun 2021,0.09,1.1,1.01,1122.22
SHAK,05-AUG-21,Jun 2021,-0.07,0.05,0.12,171.43
SHEN,29-JUL-21,Jun 2021,0.67,0.04,-0.63,-94.03
SHO,03-AUG-21,Jun 2021,-0.05,-0.01,0.04,80.0
SHOO,28-JUL-21,Jun 2021,0.3,0.48,0.18,60.0
SHW,27-JUL-21,Jun 2021,2.68,2.65,-0.03,-1.12
SI,20-JUL-21,Jun 2021,0.41,0.8,0.39,95.12
SIBN,02-AUG-21,Jun 2021,-0.39,-0.42,-0.03,-7.69
SIEN,10-AUG-21,Jun 2021,-0.23,-0.22,0.01,4.35
SIG,02-SEP-21,Jul 2021,1.61,3.57,1.96,121.74
SIGI,28-JUL-21,Jun 2021,1.36,1.85,0.49,36.03
SILK,29-JUL-21,Jun 2021,-0.37,-0.31,0.06,16.22
SIRI,27-JUL-21,Jun 2021,0.07,0.1,0.03,42.86
SITC,29-JUL-21,Jun 2021,0.24,0.31,0.07,29.17
SITE,04-AUG-21,Jun 2021,2.28,2.7,0.42,18.42
SITM,04-AUG-21,Jun 2021,0.23,0.46,0.23,100.0
SIVB,22-JUL-21,Jun 2021,6.48,9.09,2.61,40.28
SIX,28-JUL-21,Jun 2021,-0.13,0.81,0.94,723.08
SJI,04-AUG-21,Jun 2021,-0.01,0.02,0.03,300.0
SJM,26-AUG-21,Jul 2021,1.88,1.9,0.02,1.06
SJW,29-JUL-21,Jun 2021,0.63,0.6,-0.03,-4.76
SKT,03-AUG-21,Jun 2021,0.21,0.43,0.22,104.76
SKX,22-JUL-21,Jun 2021,0.52,0.88,0.36,69.23
SKY,03-AUG-21,Jun 2021,0.56,0.75,0.19,33.93
SKYW,29-JUL-21,Jun 2021,0.28,1.22,0.94,335.71
SLAB,28-JUL-21,Jun 2021,0.93,1.05,0.12,12.9
SLB,23-JUL-21,Jun 2021,0.26,0.3,0.04,15.38
SLCA,29-JUL-21,Jun 2021,-0.17,-0.12,0.05,29.41
SLG,21-JUL-21,Jun 2021,1.67,1.65,-0.02,-1.2
SLGN,28-JUL-21,Jun 2021,0.83,0.85,0.02,2.41
SLM,21-JUL-21,Jun 2021,0.39,0.45,0.06,15.38
SLP,12-JUL-21,May 2021,0.17,0.18,0.01,5.88
SLQT,25-AUG-21,Jun 2021,0.05,0.02,-0.03,-60.0
SM,29-JUL-21,Jun 2021,-0.2,0.01,0.21,105.0
SMAR,07-SEP-21,Jul 2021,-0.13,-0.05,0.08,61.54
SMBC,26-JUL-21,Jun 2021,1.06,1.53,0.47,44.34
SMBK,20-JUL-21,Jun 2021,0.49,0.6,0.11,22.45
SMCI,10-AUG-21,Jun 2021,0.8,0.81,0.01,1.25
SMG,04-AUG-21,Jun 2021,3.5,3.98,0.48,13.71
SMP,04-AUG-21,Jun 2021,0.67,1.26,0.59,88.06
SMPL,01-JUL-21,May 2021,0.29,0.43,0.14,48.28
SMTC,01-SEP-21,Jul 2021,0.62,0.65,0.03,4.84
SNA,22-JUL-21,Jun 2021,3.18,3.76,0.58,18.24
SNBR,20-JUL-21,Jun 2021,1.11,0.88,-0.23,-20.72
SNDR,29-JUL-21,Jun 2021,0.42,0.6,0.18,42.86
SNDX,09-AUG-21,Jun 2021,-0.74,-0.44,0.3,40.54
SNOW,25-AUG-21,Jul 2021,-0.15,-0.04,0.11,73.33
SNPS,18-AUG-21,Jul 2021,1.78,1.81,0.03,1.69
SNV,20-JUL-21,Jun 2021,1.03,1.2,0.17,16.5
SNX,24-JUN-21,May 2021,1.91,2.09,0.18,9.42
SO,29-JUL-21,Jun 2021,0.79,0.84,0.05,6.33
SOI,28-JUL-21,Jun 2021,-0.02,-0.03,-0.01,-50.0
SON,22-JUL-21,Jun 2021,0.87,0.84,-0.03,-3.45
SONO,11-AUG-21,Jun 2021,-0.17,0.27,0.44,258.82
SP,28-JUL-21,Jun 2021,0.21,0.49,0.28,133.33
SPB,06-AUG-21,Jun 2021,1.59,1.57,-0.02,-1.26
SPCE,05-AUG-21,Jun 2021,-0.3,-0.39,-0.09,-30.0
SPFI,27-JUL-21,Jun 2021,0.63,0.74,0.11,17.46
SPG,02-AUG-21,Jun 2021,2.37,2.92,0.55,23.21
SPGI,29-JUL-21,Jun 2021,3.28,3.62,0.34,10.37
SPLK,25-AUG-21,Jul 2021,-0.69,-0.62,0.07,10.14
SPNE,02-AUG-21,Jun 2021,-0.35,-0.34,0.01,2.86
SPNS,04-AUG-21,Jun 2021,0.26,0.29,0.03,11.54
SPOT,28-JUL-21,Jun 2021,-0.52,-0.23,0.29,55.77
SPPI,12-AUG-21,Jun 2021,-0.24,-0.32,-0.08,-33.33
SPR,04-AUG-21,Jun 2021,-0.66,-0.31,0.35,53.03
SPRO,05-AUG-21,Jun 2021,-0.77,-0.63,0.14,18.18
SPSC,29-JUL-21,Jun 2021,0.4,0.46,0.06,15.0
SPTN,18-AUG-21,Jun 2021,0.53,0.54,0.01,1.89
SPWH,01-SEP-21,Jul 2021,0.6,0.44,-0.16,-26.67
SPWR,03-AUG-21,Jun 2021,0.03,0.06,0.03,100.0
SPXC,05-AUG-21,Jun 2021,0.41,0.49,0.08,19.51
SQ,01-AUG-21,Jun 2021,0.32,0.66,0.34,106.25
SR,05-AUG-21,Jun 2021,0.02,0.06,0.04,200.0
SRC,03-AUG-21,Jun 2021,0.77,0.86,0.09,11.69
SRCE,22-JUL-21,Jun 2021,1.06,1.19,0.13,12.26
SRCL,06-AUG-21,Jun 2021,0.68,0.67,-0.01,-1.47
SRDX,04-AUG-21,Jun 2021,-0.11,-0.17,-0.06,-54.55
SRE,05-AUG-21,Jun 2021,1.59,1.63,0.04,2.52
SRNE,06-AUG-21,Jun 2021,-0.2,-0.33,-0.13,-65.0
SRPT,04-AUG-21,Jun 2021,-1.03,-1.02,0.01,0.97
SRRK,10-AUG-21,Jun 2021,-0.78,-0.84,-0.06,-7.69
SSB,23-JUL-21,Jun 2021,1.63,1.87,0.24,14.72
SSD,26-JUL-21,Jun 2021,1.71,1.66,-0.05,-2.92
SSNC,28-JUL-21,Jun 2021,1.14,1.24,0.1,8.77
SSP,06-AUG-21,Jun 2021,0.22,0.3,0.08,36.36
SSTI,10-AUG-21,Jun 2021,0.03,-0.02,-0.05,-166.67
SSTK,27-JUL-21,Jun 2021,0.81,1.02,0.21,25.93
ST,27-JUL-21,Jun 2021,0.89,0.95,0.06,6.74
STAA,04-AUG-21,Jun 2021,0.08,0.27,0.19,237.5
STAG,27-JUL-21,Jun 2021,0.5,0.52,0.02,4.0
STAR,03-AUG-21,Jun 2021,0.17,0.15,-0.02,-11.76
STBA,22-JUL-21,Jun 2021,0.7,0.72,0.02,2.86
STE,09-AUG-21,Jun 2021,1.5,1.76,0.26,17.33
STIM,03-AUG-21,Jun 2021,-0.24,-0.29,-0.05,-20.83
STLD,19-JUL-21,Jun 2021,3.36,3.4,0.04,1.19
STNE,30-AUG-21,Jun 2021,0.15,0.32,0.17,113.33
STNG,05-AUG-21,Jun 2021,-0.93,-0.94,-0.01,-1.08
STOK,10-AUG-21,Jun 2021,-0.49,-0.6,-0.11,-22.45
STOR,05-AUG-21,Jun 2021,0.46,0.23,-0.23,-50.0
STRA,28-JUL-21,Jun 2021,1.56,1.55,-0.01,-0.64
STRL,02-AUG-21,Jun 2021,0.47,0.69,0.22,46.81
STRO,09-AUG-21,Jun 2021,-0.42,-0.13,0.29,69.05
STT,16-JUL-21,Jun 2021,1.78,1.97,0.19,10.67
STWD,05-AUG-21,Jun 2021,0.52,0.51,-0.01,-1.92
STXS,10-AUG-21,Jun 2021,-0.03,-0.02,0.01,33.33
STZ,30-JUN-21,May 2021,2.35,2.33,-0.02,-0.85
SUI,26-JUL-21,Jun 2021,1.63,1.8,0.17,10.43
SUM,04-AUG-21,Jun 2021,0.57,0.49,-0.08,-14.04
SUMO,09-SEP-21,Jul 2021,-0.14,-0.11,0.03,21.43
SUPN,04-AUG-21,Jun 2021,0.17,0.43,0.26,152.94
SVC,05-AUG-21,Jun 2021,0.17,-0.55,-0.72,-423.53
SWAV,09-AUG-21,Jun 2021,-0.41,-0.01,0.4,97.56
SWCH,05-AUG-21,Jun 2021,0.06,0.04,-0.02,-33.33
SWI,03-AUG-21,Jun 2021,0.43,0.44,0.01,2.33
SWK,27-JUL-21,Jun 2021,2.89,3.08,0.19,6.57
SWKS,29-JUL-21,Jun 2021,2.13,2.15,0.02,0.94
SWN,29-JUL-21,Jun 2021,0.22,0.19,-0.03,-13.64
SWTX,04-AUG-21,Jun 2021,-0.7,-0.97,-0.27,-38.57
SWX,05-AUG-21,Jun 2021,0.46,0.43,-0.03,-6.52
SXC,29-JUL-21,Jun 2021,0.09,0.16,0.07,77.78
SXI,12-AUG-21,Jun 2021,1.37,1.4,0.03,2.19
SYBT,28-JUL-21,Jun 2021,0.88,1.0,0.12,13.64
SYF,20-JUL-21,Jun 2021,1.47,2.12,0.65,44.22
SYK,27-JUL-21,Jun 2021,2.12,2.25,0.13,6.13
SYNA,05-AUG-21,Jun 2021,2.0,2.18,0.18,9.0
SYNH,09-AUG-21,Jun 2021,0.94,0.97,0.03,3.19
SYRS,05-AUG-21,Jun 2021,-0.36,-0.36,0.0,0.0
SYY,10-AUG-21,Jun 2021,0.57,0.71,0.14,24.56
T,22-JUL-21,Jun 2021,0.78,0.89,0.11,14.1
TA,02-AUG-21,Jun 2021,-0.13,2.08,2.21,1700.0
TALO,03-AUG-21,Jun 2021,0.12,-0.01,-0.13,-108.33
TAP,29-JUL-21,Jun 2021,1.38,1.58,0.2,14.49
TBBK,29-JUL-21,Jun 2021,0.43,0.49,0.06,13.95
TBI,26-JUL-21,Jun 2021,0.28,0.47,0.19,67.86
TBK,21-JUL-21,Jun 2021,1.03,1.17,0.14,13.59
TBPH,03-AUG-21,Jun 2021,-0.96,-0.8,0.16,16.67
TCBI,21-JUL-21,Jun 2021,1.22,1.31,0.09,7.38
TCBK,27-JUL-21,Jun 2021,0.93,0.95,0.02,2.15
TCRR,05-AUG-21,Jun 2021,-0.6,-0.64,-0.04,-6.67
TCS,03-AUG-21,Jun 2021,0.09,0.36,0.27,300.0
TDC,05-AUG-21,Jun 2021,0.43,0.74,0.31,72.09
TDG,10-AUG-21,Jun 2021,2.99,3.33,0.34,11.37
TDOC,27-JUL-21,Jun 2021,-0.59,-0.86,-0.27,-45.76
TDS,05-AUG-21,Jun 2021,0.26,0.17,-0.09,-34.62
TDY,28-JUL-21,Jun 2021,2.94,4.61,1.67,56.8
TEAM,29-JUL-21,Jun 2021,1.33,0.24,-1.09,-81.95
TECH,05-AUG-21,Jun 2021,1.68,1.87,0.19,11.31
